state_name,is_state,year,gender,sentence_period,age_16_18_years,age_18_30_years,age_30_50_years,age_50_above,Total
"Andhra Pradesh",1,2001,Male,"Capital Punishment",0,0,0,0,0
"Andhra Pradesh",1,2001,Male,"Life Imprisonment",0,631,1252,212,2095
"Andhra Pradesh",1,2001,Male,"10-13 Plus years",0,74,80,10,164
"Andhra Pradesh",1,2001,Male,"7-9 Plus years",0,87,85,8,180
"Andhra Pradesh",1,2001,Male,"5-6 Plus years",0,113,108,27,248
"Andhra Pradesh",1,2001,Male,"2-4 Plus years",3,135,112,19,269
"Andhra Pradesh",1,2001,Male,"1 Less than 2 years",0,140,128,12,280
"Andhra Pradesh",1,2001,Male,"6 months less than 1 Yr.",0,179,159,41,379
"Andhra Pradesh",1,2001,Male,"3 - 6 months",2,165,84,42,293
"Andhra Pradesh",1,2001,Male,"Less than 3 months",0,115,79,17,211
"Andhra Pradesh",1,2002,Male,"Capital Punishment",0,0,1,0,1
"Andhra Pradesh",1,2002,Male,"Life Imprisonment",0,922,1230,221,2373
"Andhra Pradesh",1,2002,Male,"10-13 Plus years",0,49,107,28,184
"Andhra Pradesh",1,2002,Male,"7-9 Plus years",0,80,111,41,232
"Andhra Pradesh",1,2002,Male,"5-6 Plus years",0,111,125,29,265
"Andhra Pradesh",1,2002,Male,"2-4 Plus years",0,195,120,33,348
"Andhra Pradesh",1,2002,Male,"1 Less than 2 years",1,200,165,35,401
"Andhra Pradesh",1,2002,Male,"6 months less than 1 Yr.",0,199,139,34,372
"Andhra Pradesh",1,2002,Male,"3 - 6 months",2,122,182,6,312
"Andhra Pradesh",1,2002,Male,"Less than 3 months",0,108,112,13,233
"Andhra Pradesh",1,2003,Male,"Capital Punishment",0,0,0,0,0
"Andhra Pradesh",1,2003,Male,"Life Imprisonment",0,914,1416,332,2662
"Andhra Pradesh",1,2003,Male,"10-13 Plus years",0,40,76,15,131
"Andhra Pradesh",1,2003,Male,"7-9 Plus years",0,89,112,33,234
"Andhra Pradesh",1,2003,Male,"5-6 Plus years",0,111,135,35,281
"Andhra Pradesh",1,2003,Male,"2-4 Plus years",0,167,144,47,358
"Andhra Pradesh",1,2003,Male,"1 Less than 2 years",0,153,156,52,361
"Andhra Pradesh",1,2003,Male,"6 months less than 1 Yr.",0,178,167,27,372
"Andhra Pradesh",1,2003,Male,"3 - 6 months",0,160,118,26,304
"Andhra Pradesh",1,2003,Male,"Less than 3 months",0,99,111,62,272
"Andhra Pradesh",1,2004,Male,"Capital Punishment",0,0,0,0,0
"Andhra Pradesh",1,2004,Male,"Life Imprisonment",0,953,1453,181,2587
"Andhra Pradesh",1,2004,Male,"10-13 Plus years",0,49,68,15,132
"Andhra Pradesh",1,2004,Male,"7-9 Plus years",0,81,94,24,199
"Andhra Pradesh",1,2004,Male,"5-6 Plus years",0,99,93,36,228
"Andhra Pradesh",1,2004,Male,"2-4 Plus years",0,135,108,50,293
"Andhra Pradesh",1,2004,Male,"1 Less than 2 years",0,101,140,10,251
"Andhra Pradesh",1,2004,Male,"6 months less than 1 Yr.",0,128,147,56,331
"Andhra Pradesh",1,2004,Male,"3 - 6 months",0,96,134,32,262
"Andhra Pradesh",1,2004,Male,"Less than 3 months",0,119,150,16,285
"Andhra Pradesh",1,2005,Male,"Capital Punishment",0,0,0,0,0
"Andhra Pradesh",1,2005,Male,"Life Imprisonment",0,861,1726,271,2858
"Andhra Pradesh",1,2005,Male,"10-13 Plus years",0,42,73,18,133
"Andhra Pradesh",1,2005,Male,"7-9 Plus years",0,102,149,11,262
"Andhra Pradesh",1,2005,Male,"5-6 Plus years",1,99,170,19,289
"Andhra Pradesh",1,2005,Male,"2-4 Plus years",1,111,159,25,296
"Andhra Pradesh",1,2005,Male,"1 Less than 2 years",0,110,126,23,259
"Andhra Pradesh",1,2005,Male,"6 months less than 1 Yr.",0,143,117,21,281
"Andhra Pradesh",1,2005,Male,"3 - 6 months",0,118,98,11,227
"Andhra Pradesh",1,2005,Male,"Less than 3 months",0,109,96,3,208
"Andhra Pradesh",1,2006,Male,"Capital Punishment",0,0,0,0,0
"Andhra Pradesh",1,2006,Male,"Life Imprisonment",0,794,1897,289,2980
"Andhra Pradesh",1,2006,Male,"10-13 Plus years",0,65,154,29,248
"Andhra Pradesh",1,2006,Male,"7-9 Plus years",0,68,162,20,250
"Andhra Pradesh",1,2006,Male,"5-6 Plus years",0,102,146,22,270
"Andhra Pradesh",1,2006,Male,"2-4 Plus years",0,121,143,35,299
"Andhra Pradesh",1,2006,Male,"1 Less than 2 years",0,123,133,45,301
"Andhra Pradesh",1,2006,Male,"6 months less than 1 Yr.",0,126,124,28,278
"Andhra Pradesh",1,2006,Male,"3 - 6 months",0,120,90,34,244
"Andhra Pradesh",1,2006,Male,"Less than 3 months",0,90,94,26,210
"Andhra Pradesh",1,2007,Male,"Capital Punishment",0,0,0,0,0
"Andhra Pradesh",1,2007,Male,"Life Imprisonment",0,979,1902,382,3263
"Andhra Pradesh",1,2007,Male,"10-13 Plus years",0,53,60,12,125
"Andhra Pradesh",1,2007,Male,"7-9 Plus years",0,78,105,30,213
"Andhra Pradesh",1,2007,Male,"5-6 Plus years",0,79,63,27,169
"Andhra Pradesh",1,2007,Male,"2-4 Plus years",0,184,172,46,402
"Andhra Pradesh",1,2007,Male,"1 Less than 2 years",0,172,128,30,330
"Andhra Pradesh",1,2007,Male,"6 months less than 1 Yr.",0,197,121,33,351
"Andhra Pradesh",1,2007,Male,"3 - 6 months",0,157,131,22,310
"Andhra Pradesh",1,2007,Male,"Less than 3 months",0,81,71,12,164
"Andhra Pradesh",1,2008,Male,"Capital Punishment",0,0,0,0,0
"Andhra Pradesh",1,2008,Male,"Life Imprisonment",0,1053,1942,440,3435
"Andhra Pradesh",1,2008,Male,"10-13 Plus years",0,41,55,9,105
"Andhra Pradesh",1,2008,Male,"7-9 Plus years",0,68,117,14,199
"Andhra Pradesh",1,2008,Male,"5-6 Plus years",0,73,128,31,232
"Andhra Pradesh",1,2008,Male,"2-4 Plus years",0,65,113,12,190
"Andhra Pradesh",1,2008,Male,"1 Less than 2 years",0,129,131,21,281
"Andhra Pradesh",1,2008,Male,"6 months less than 1 Yr.",0,133,114,17,264
"Andhra Pradesh",1,2008,Male,"3 - 6 months",0,115,153,17,285
"Andhra Pradesh",1,2008,Male,"Less than 3 months",0,85,70,9,164
"Andhra Pradesh",1,2009,Male,"Capital Punishment",0,0,0,0,0
"Andhra Pradesh",1,2009,Male,"Life Imprisonment",0,842,1526,226,2594
"Andhra Pradesh",1,2009,Male,"10-13 Plus years",0,80,76,16,172
"Andhra Pradesh",1,2009,Male,"7-9 Plus years",0,95,128,14,237
"Andhra Pradesh",1,2009,Male,"5-6 Plus years",0,91,91,8,190
"Andhra Pradesh",1,2009,Male,"2-4 Plus years",0,126,137,20,283
"Andhra Pradesh",1,2009,Male,"1 Less than 2 years",0,128,123,19,270
"Andhra Pradesh",1,2009,Male,"6 months less than 1 Yr.",0,114,115,15,244
"Andhra Pradesh",1,2009,Male,"3 - 6 months",0,82,80,13,175
"Andhra Pradesh",1,2009,Male,"Less than 3 months",0,84,84,6,174
"Andhra Pradesh",1,2010,Male,"Capital Punishment",0,0,0,0,0
"Andhra Pradesh",1,2010,Male,"Life Imprisonment",0,990,1593,230,2813
"Andhra Pradesh",1,2010,Male,"10-13 Plus years",0,51,71,16,138
"Andhra Pradesh",1,2010,Male,"7-9 Plus years",0,90,91,32,213
"Andhra Pradesh",1,2010,Male,"5-6 Plus years",0,95,105,23,223
"Andhra Pradesh",1,2010,Male,"2-4 Plus years",0,116,105,24,245
"Andhra Pradesh",1,2010,Male,"1 Less than 2 years",0,140,119,22,281
"Andhra Pradesh",1,2010,Male,"6 months less than 1 Yr.",0,136,119,13,268
"Andhra Pradesh",1,2010,Male,"3 - 6 months",0,133,113,12,258
"Andhra Pradesh",1,2010,Male,"Less than 3 months",0,69,53,6,128
"Andhra Pradesh",1,2011,Male,"Capital Punishment",0,1,2,0,3
"Andhra Pradesh",1,2011,Male,"Life Imprisonment",0,841,1585,421,2847
"Andhra Pradesh",1,2011,Male,"10-13 Plus years",0,10,50,15,75
"Andhra Pradesh",1,2011,Male,"7-9 Plus years",0,76,64,13,153
"Andhra Pradesh",1,2011,Male,"5-6 Plus years",0,67,49,31,147
"Andhra Pradesh",1,2011,Male,"2-4 Plus years",0,70,107,13,190
"Andhra Pradesh",1,2011,Male,"1 Less than 2 years",0,96,91,41,228
"Andhra Pradesh",1,2011,Male,"6 months less than 1 Yr.",0,106,70,51,227
"Andhra Pradesh",1,2011,Male,"3 - 6 months",0,120,95,23,238
"Andhra Pradesh",1,2011,Male,"Less than 3 months",0,89,157,23,269
"Andhra Pradesh",1,2012,Male,"Capital Punishment",0,3,2,0,5
"Andhra Pradesh",1,2012,Male,"Life Imprisonment",0,969,1738,408,3115
"Andhra Pradesh",1,2012,Male,"10-13 Plus years",0,44,63,12,119
"Andhra Pradesh",1,2012,Male,"7-9 Plus years",0,23,73,12,108
"Andhra Pradesh",1,2012,Male,"5-6 Plus years",0,47,68,12,127
"Andhra Pradesh",1,2012,Male,"2-4 Plus years",0,88,95,34,217
"Andhra Pradesh",1,2012,Male,"1 Less than 2 years",0,87,86,26,199
"Andhra Pradesh",1,2012,Male,"6 months less than 1 Yr.",0,104,86,22,212
"Andhra Pradesh",1,2012,Male,"3 - 6 months",0,106,72,31,209
"Andhra Pradesh",1,2012,Male,"Less than 3 months",0,55,57,14,126
"Arunachal Pradesh",1,2009,Male,"Capital Punishment",0,0,0,0,0
"Arunachal Pradesh",1,2009,Male,"Life Imprisonment",0,0,0,0,0
"Arunachal Pradesh",1,2009,Male,"10-13 Plus years",0,0,0,0,0
"Arunachal Pradesh",1,2009,Male,"7-9 Plus years",0,1,0,1,2
"Arunachal Pradesh",1,2009,Male,"5-6 Plus years",0,0,0,0,0
"Arunachal Pradesh",1,2009,Male,"2-4 Plus years",0,0,0,0,0
"Arunachal Pradesh",1,2009,Male,"1 Less than 2 years",0,0,0,0,0
"Arunachal Pradesh",1,2009,Male,"6 months less than 1 Yr.",0,0,0,0,0
"Arunachal Pradesh",1,2009,Male,"3 - 6 months",0,0,0,0,0
"Arunachal Pradesh",1,2009,Male,"Less than 3 months",0,0,0,0,0
"Arunachal Pradesh",1,2010,Male,"Capital Punishment",0,0,0,0,0
"Arunachal Pradesh",1,2010,Male,"Life Imprisonment",0,0,0,0,0
"Arunachal Pradesh",1,2010,Male,"10-13 Plus years",0,0,0,0,0
"Arunachal Pradesh",1,2010,Male,"7-9 Plus years",0,0,0,0,0
"Arunachal Pradesh",1,2010,Male,"5-6 Plus years",0,0,0,0,0
"Arunachal Pradesh",1,2010,Male,"2-4 Plus years",0,2,0,1,3
"Arunachal Pradesh",1,2010,Male,"1 Less than 2 years",0,0,0,0,0
"Arunachal Pradesh",1,2010,Male,"6 months less than 1 Yr.",0,2,0,0,2
"Arunachal Pradesh",1,2010,Male,"3 - 6 months",0,0,0,0,0
"Arunachal Pradesh",1,2010,Male,"Less than 3 months",0,0,0,0,0
"Arunachal Pradesh",1,2011,Male,"Capital Punishment",0,0,0,0,0
"Arunachal Pradesh",1,2011,Male,"Life Imprisonment",0,0,1,0,1
"Arunachal Pradesh",1,2011,Male,"10-13 Plus years",0,0,0,0,0
"Arunachal Pradesh",1,2011,Male,"7-9 Plus years",0,1,1,0,2
"Arunachal Pradesh",1,2011,Male,"5-6 Plus years",0,0,0,0,0
"Arunachal Pradesh",1,2011,Male,"2-4 Plus years",0,2,0,1,3
"Arunachal Pradesh",1,2011,Male,"1 Less than 2 years",0,0,0,0,0
"Arunachal Pradesh",1,2011,Male,"6 months less than 1 Yr.",0,0,0,0,0
"Arunachal Pradesh",1,2011,Male,"3 - 6 months",0,0,0,0,0
"Arunachal Pradesh",1,2011,Male,"Less than 3 months",0,0,0,0,0
"Arunachal Pradesh",1,2012,Male,"Capital Punishment",0,0,0,0,0
"Arunachal Pradesh",1,2012,Male,"Life Imprisonment",0,0,0,0,0
"Arunachal Pradesh",1,2012,Male,"10-13 Plus years",0,2,1,0,3
"Arunachal Pradesh",1,2012,Male,"7-9 Plus years",0,1,0,0,1
"Arunachal Pradesh",1,2012,Male,"5-6 Plus years",0,0,0,0,0
"Arunachal Pradesh",1,2012,Male,"2-4 Plus years",0,0,0,0,0
"Arunachal Pradesh",1,2012,Male,"1 Less than 2 years",0,0,0,0,0
"Arunachal Pradesh",1,2012,Male,"6 months less than 1 Yr.",0,0,0,0,0
"Arunachal Pradesh",1,2012,Male,"3 - 6 months",0,0,0,0,0
"Arunachal Pradesh",1,2012,Male,"Less than 3 months",0,0,0,0,0
Assam,1,2001,Male,"Capital Punishment",0,1,0,0,1
Assam,1,2001,Male,"Life Imprisonment",6,260,1077,171,1514
Assam,1,2001,Male,"10-13 Plus years",0,52,68,18,138
Assam,1,2001,Male,"7-9 Plus years",0,65,101,12,178
Assam,1,2001,Male,"5-6 Plus years",2,54,92,14,162
Assam,1,2001,Male,"2-4 Plus years",1,59,78,14,152
Assam,1,2001,Male,"1 Less than 2 years",0,20,28,0,48
Assam,1,2001,Male,"6 months less than 1 Yr.",0,22,27,3,52
Assam,1,2001,Male,"3 - 6 months",0,13,31,2,46
Assam,1,2001,Male,"Less than 3 months",0,12,35,18,65
Assam,1,2002,Male,"Capital Punishment",0,1,3,0,4
Assam,1,2002,Male,"Life Imprisonment",8,521,903,192,1624
Assam,1,2002,Male,"10-13 Plus years",1,93,84,17,195
Assam,1,2002,Male,"7-9 Plus years",0,55,94,16,165
Assam,1,2002,Male,"5-6 Plus years",1,41,83,7,132
Assam,1,2002,Male,"2-4 Plus years",2,47,59,15,123
Assam,1,2002,Male,"1 Less than 2 years",8,35,42,3,88
Assam,1,2002,Male,"6 months less than 1 Yr.",5,19,47,1,72
Assam,1,2002,Male,"3 - 6 months",2,25,78,2,107
Assam,1,2002,Male,"Less than 3 months",0,15,151,0,166
Assam,1,2003,Male,"Capital Punishment",0,2,3,1,6
Assam,1,2003,Male,"Life Imprisonment",6,471,1003,252,1732
Assam,1,2003,Male,"10-13 Plus years",2,94,237,43,376
Assam,1,2003,Male,"7-9 Plus years",1,78,167,19,265
Assam,1,2003,Male,"5-6 Plus years",1,72,143,14,230
Assam,1,2003,Male,"2-4 Plus years",0,63,108,13,184
Assam,1,2003,Male,"1 Less than 2 years",2,35,42,8,87
Assam,1,2003,Male,"6 months less than 1 Yr.",3,25,26,3,57
Assam,1,2003,Male,"3 - 6 months",2,20,21,4,47
Assam,1,2003,Male,"Less than 3 months",0,6,18,0,24
Assam,1,2004,Male,"Capital Punishment",0,1,2,0,3
Assam,1,2004,Male,"Life Imprisonment",0,506,1028,418,1952
Assam,1,2004,Male,"10-13 Plus years",0,62,175,116,353
Assam,1,2004,Male,"7-9 Plus years",0,79,135,71,285
Assam,1,2004,Male,"5-6 Plus years",1,82,100,25,208
Assam,1,2004,Male,"2-4 Plus years",0,52,77,20,149
Assam,1,2004,Male,"1 Less than 2 years",1,26,44,16,87
Assam,1,2004,Male,"6 months less than 1 Yr.",0,23,34,4,61
Assam,1,2004,Male,"3 - 6 months",3,25,30,5,63
Assam,1,2004,Male,"Less than 3 months",0,11,18,1,30
Assam,1,2005,Male,"Capital Punishment",0,6,2,2,10
Assam,1,2005,Male,"Life Imprisonment",0,543,1085,367,1995
Assam,1,2005,Male,"10-13 Plus years",0,93,189,70,352
Assam,1,2005,Male,"7-9 Plus years",4,120,194,29,347
Assam,1,2005,Male,"5-6 Plus years",1,90,158,28,277
Assam,1,2005,Male,"2-4 Plus years",0,59,84,14,157
Assam,1,2005,Male,"1 Less than 2 years",1,28,64,4,97
Assam,1,2005,Male,"6 months less than 1 Yr.",1,15,47,4,67
Assam,1,2005,Male,"3 - 6 months",1,18,32,4,55
Assam,1,2005,Male,"Less than 3 months",0,16,24,0,40
Assam,1,2006,Male,"Capital Punishment",0,3,3,3,9
Assam,1,2006,Male,"Life Imprisonment",0,696,1104,242,2042
Assam,1,2006,Male,"10-13 Plus years",0,89,120,34,243
Assam,1,2006,Male,"7-9 Plus years",0,126,169,62,357
Assam,1,2006,Male,"5-6 Plus years",0,90,165,51,306
Assam,1,2006,Male,"2-4 Plus years",0,73,120,35,228
Assam,1,2006,Male,"1 Less than 2 years",0,59,57,13,129
Assam,1,2006,Male,"6 months less than 1 Yr.",0,31,34,5,70
Assam,1,2006,Male,"3 - 6 months",0,12,27,2,41
Assam,1,2006,Male,"Less than 3 months",0,19,19,2,40
Assam,1,2007,Male,"Capital Punishment",0,1,2,1,4
Assam,1,2007,Male,"Life Imprisonment",0,667,1282,306,2255
Assam,1,2007,Male,"10-13 Plus years",0,91,183,44,318
Assam,1,2007,Male,"7-9 Plus years",0,117,129,26,272
Assam,1,2007,Male,"5-6 Plus years",0,79,121,25,225
Assam,1,2007,Male,"2-4 Plus years",0,73,77,15,165
Assam,1,2007,Male,"1 Less than 2 years",0,45,45,5,95
Assam,1,2007,Male,"6 months less than 1 Yr.",0,29,21,11,61
Assam,1,2007,Male,"3 - 6 months",0,22,19,11,52
Assam,1,2007,Male,"Less than 3 months",0,10,23,0,33
Assam,1,2008,Male,"Capital Punishment",0,2,3,1,6
Assam,1,2008,Male,"Life Imprisonment",0,562,1260,289,2111
Assam,1,2008,Male,"10-13 Plus years",0,144,150,40,334
Assam,1,2008,Male,"7-9 Plus years",0,219,152,52,423
Assam,1,2008,Male,"5-6 Plus years",0,66,101,28,195
Assam,1,2008,Male,"2-4 Plus years",0,64,85,17,166
Assam,1,2008,Male,"1 Less than 2 years",0,19,39,6,64
Assam,1,2008,Male,"6 months less than 1 Yr.",0,21,17,8,46
Assam,1,2008,Male,"3 - 6 months",0,11,16,7,34
Assam,1,2008,Male,"Less than 3 months",0,8,7,2,17
Assam,1,2009,Male,"Capital Punishment",0,2,3,2,7
Assam,1,2009,Male,"Life Imprisonment",0,468,1064,291,1823
Assam,1,2009,Male,"10-13 Plus years",0,120,206,62,388
Assam,1,2009,Male,"7-9 Plus years",0,209,156,72,437
Assam,1,2009,Male,"5-6 Plus years",0,56,119,69,244
Assam,1,2009,Male,"2-4 Plus years",0,42,64,18,124
Assam,1,2009,Male,"1 Less than 2 years",0,32,36,6,74
Assam,1,2009,Male,"6 months less than 1 Yr.",0,28,26,5,59
Assam,1,2009,Male,"3 - 6 months",0,20,34,0,54
Assam,1,2009,Male,"Less than 3 months",0,11,11,3,25
Assam,1,2010,Male,"Capital Punishment",0,0,3,2,5
Assam,1,2010,Male,"Life Imprisonment",0,405,1086,415,1906
Assam,1,2010,Male,"10-13 Plus years",0,120,210,50,380
Assam,1,2010,Male,"7-9 Plus years",0,130,150,49,329
Assam,1,2010,Male,"5-6 Plus years",0,61,115,10,186
Assam,1,2010,Male,"2-4 Plus years",0,30,49,6,85
Assam,1,2010,Male,"1 Less than 2 years",0,30,46,6,82
Assam,1,2010,Male,"6 months less than 1 Yr.",0,31,28,8,67
Assam,1,2010,Male,"3 - 6 months",0,20,37,9,66
Assam,1,2010,Male,"Less than 3 months",0,30,25,5,60
Assam,1,2011,Male,"Capital Punishment",0,0,2,2,4
Assam,1,2011,Male,"Life Imprisonment",0,365,1030,419,1814
Assam,1,2011,Male,"10-13 Plus years",0,138,192,39,369
Assam,1,2011,Male,"7-9 Plus years",0,132,145,38,315
Assam,1,2011,Male,"5-6 Plus years",0,55,117,13,185
Assam,1,2011,Male,"2-4 Plus years",0,32,46,7,85
Assam,1,2011,Male,"1 Less than 2 years",0,31,43,5,79
Assam,1,2011,Male,"6 months less than 1 Yr.",0,27,30,7,64
Assam,1,2011,Male,"3 - 6 months",0,25,36,6,67
Assam,1,2011,Male,"Less than 3 months",0,32,28,4,64
Assam,1,2012,Male,"Capital Punishment",0,0,8,2,10
Assam,1,2012,Male,"Life Imprisonment",0,395,1017,395,1807
Assam,1,2012,Male,"10-13 Plus years",0,158,167,37,362
Assam,1,2012,Male,"7-9 Plus years",0,145,141,39,325
Assam,1,2012,Male,"5-6 Plus years",0,65,109,14,188
Assam,1,2012,Male,"2-4 Plus years",0,34,47,8,89
Assam,1,2012,Male,"1 Less than 2 years",0,30,45,6,81
Assam,1,2012,Male,"6 months less than 1 Yr.",0,26,31,8,65
Assam,1,2012,Male,"3 - 6 months",0,24,37,7,68
Assam,1,2012,Male,"Less than 3 months",0,33,29,5,67
Bihar,1,2001,Male,"Capital Punishment",1,2,0,0,3
Bihar,1,2001,Male,"Life Imprisonment",1,385,1529,935,2850
Bihar,1,2001,Male,"10-13 Plus years",0,0,95,181,276
Bihar,1,2001,Male,"7-9 Plus years",0,132,140,120,392
Bihar,1,2001,Male,"5-6 Plus years",0,132,136,35,303
Bihar,1,2001,Male,"2-4 Plus years",2,85,120,34,241
Bihar,1,2001,Male,"1 Less than 2 years",4,209,164,28,405
Bihar,1,2001,Male,"6 months less than 1 Yr.",4,230,114,9,357
Bihar,1,2001,Male,"3 - 6 months",0,34,65,5,104
Bihar,1,2001,Male,"Less than 3 months",0,21,35,0,56
Bihar,1,2002,Male,"Capital Punishment",0,8,21,27,56
Bihar,1,2002,Male,"Life Imprisonment",0,372,1703,802,2877
Bihar,1,2002,Male,"10-13 Plus years",0,114,193,130,437
Bihar,1,2002,Male,"7-9 Plus years",0,57,125,98,280
Bihar,1,2002,Male,"5-6 Plus years",0,83,66,58,207
Bihar,1,2002,Male,"2-4 Plus years",0,37,74,46,157
Bihar,1,2002,Male,"1 Less than 2 years",7,43,47,40,137
Bihar,1,2002,Male,"6 months less than 1 Yr.",13,48,38,41,140
Bihar,1,2002,Male,"3 - 6 months",8,250,53,43,354
Bihar,1,2002,Male,"Less than 3 months",17,203,50,44,314
Bihar,1,2003,Male,"Capital Punishment",0,24,32,8,64
Bihar,1,2003,Male,"Life Imprisonment",0,480,1684,809,2973
Bihar,1,2003,Male,"10-13 Plus years",0,160,424,106,690
Bihar,1,2003,Male,"7-9 Plus years",0,58,183,93,334
Bihar,1,2003,Male,"5-6 Plus years",0,65,78,45,188
Bihar,1,2003,Male,"2-4 Plus years",0,41,86,58,185
Bihar,1,2003,Male,"1 Less than 2 years",0,67,87,40,194
Bihar,1,2003,Male,"6 months less than 1 Yr.",0,23,94,49,166
Bihar,1,2003,Male,"3 - 6 months",0,29,65,9,103
Bihar,1,2003,Male,"Less than 3 months",0,39,31,7,77
Bihar,1,2004,Male,"Capital Punishment",0,14,60,13,87
Bihar,1,2004,Male,"Life Imprisonment",0,432,2093,937,3462
Bihar,1,2004,Male,"10-13 Plus years",0,121,297,159,577
Bihar,1,2004,Male,"7-9 Plus years",0,70,146,57,273
Bihar,1,2004,Male,"5-6 Plus years",0,78,92,32,202
Bihar,1,2004,Male,"2-4 Plus years",0,49,83,17,149
Bihar,1,2004,Male,"1 Less than 2 years",0,39,83,19,141
Bihar,1,2004,Male,"6 months less than 1 Yr.",0,57,44,13,114
Bihar,1,2004,Male,"3 - 6 months",0,84,60,35,179
Bihar,1,2004,Male,"Less than 3 months",0,115,61,30,206
Bihar,1,2005,Male,"Capital Punishment",0,14,39,4,57
Bihar,1,2005,Male,"Life Imprisonment",0,952,1584,928,3464
